orbit,packings
2966,105
2967,26
2968,26
2969,119
2970,66
2971,25
2972,8
2973,112
2974,38
2975,29
2976,9
2977,27
2978,96
2979,94
2980,9
2981,137
2982,49
2983,106
2984,9
2985,30
2986,50
2987,105
2988,32
2989,66
2990,67
2991,82
2992,84
2993,132
2994,32
2995,14
2996,24
2997,6
2998,34
2999,33
3000,89
3001,161
3002,14
3003,24
3004,96
3005,68
3006,24
3007,29
3008,25
3009,90
3010,42
3011,12
3012,8
3013,31
3014,102
3015,30
3016,24
3017,35
3018,2
3019,8
3020,17
3021,9
3022,26
3023,28
3024,66
3025,40
3026,6
3027,108
3028,101
3029,25
3030,76
3031,6
3032,44
3033,77
3034,75
3035,90
3036,32
3037,78
3038,68
3039,55
3040,65
3041,106
3042,30
3043,48
3044,85
3045,39
3046,6
3047,4
3048,12
3049,56
3050,92
3051,5
3052,152
3053,164
3054,26
3055,61
3056,50
3057,88
3058,10
3059,27
3060,210
3061,9
3062,26
3063,101
3064,73
3065,47
3066,79
3067,59
3068,5
3069,52
3070,25
3071,21
3072,210
3073,73
3074,58
3075,62
3076,91
3077,80
3078,9
3079,37
3080,23
3081,31
3082,11
3083,53
3084,31
3085,8
3086,24
3087,94
3088,24
3089,22
3090,34
3091,53
3092,17
3093,87
3094,6
3095,13
3096,28
3097,44
3098,89
3099,57
3100,22
3101,55
3102,4
3103,11
3104,62
3105,54
3106,11
3107,69
3108,24
3109,51
3110,61
3111,66
3112,87
3113,98
3114,22
3115,37
3116,8
3117,32
3118,51
3119,27
3120,5
3121,57
3122,7
3123,24
3124,59
3125,23
3126,47
3127,114
3128,94
3129,23
3130,62
3131,5
3132,97
3133,16
3134,25
3135,96
3136,57
3137,31
3138,28
3139,34
3140,18
3141,37
3142,17
3143,66
3144,23
3145,7
3146,7
3147,28
3148,30
3149,21
3150,53
3151,5
3152,22
3153,74
3154,71
3155,77
3156,7
3157,7
3158,21
3159,156
3160,7
3161,60
3162,74
3163,61
3164,67
3165,10
3166,111
3167,28
3168,21
3169,17
3170,61
3171,40
3172,91
3173,70
3174,141
3175,34
3176,91
3177,24
3178,23
3179,29
3180,67
3181,15
3182,73
3183,71
3184,5
3185,46
3186,6
3187,55
3188,3
3189,78
3190,63
3191,4
3192,5
3193,52
3194,45
3195,51
3196,56
3197,73
3198,8
3199,100
3200,6
3201,40
3202,33
3203,25
3204,5
3205,131
3206,19
3207,125
3208,18
3209,23
3210,63
3211,17
3212,51
3213,60
3214,65
3215,47
3216,6
3217,4
3218,58
3219,68
3220,43
3221,70
3222,3
3223,26
3224,5
3225,5
3226,7
3227,23
3228,28
3229,29
3230,21
3231,40
3232,71
3233,70
3234,10
3235,40
3236,63
3237,39
3238,21
3239,21
3240,5
3241,37
3242,10
3243,6
3244,4
3245,18
3246,37
3247,68
3248,46
3249,43
3250,81
3251,4
3252,26
3253,12
3254,8
3255,28
3256,24
3257,13
3258,2
3259,73
3260,6
3261,60
3262,23
3263,20
3264,2
3265,4
3266,33
3267,7
3268,18
3269,71
3270,20
3271,45
3272,54
3273,47
3274,5
3275,3
3276,58
3277,66
3278,9
3279,16
3280,18
3281,6
3282,19
3283,44
3284,10
3285,76
3286,19
3287,65
3288,15
3289,20
3290,63
3291,51
3292,18
3293,64
3294,5
3295,14
3296,58
3297,18
3298,34
3299,2
3300,49
3301,5
3302,10
3303,16
3304,18
3305,20
3306,17
3307,11
3308,79
3309,23
3310,42
3311,21
3312,32
3313,20
3314,22
3315,40
3316,62
3317,7
3318,21
3319,63
3320,14
3321,58
3322,37
3323,53
3324,21
3325,24
3326,171
3327,18
3328,60
3329,53
3330,6
3331,6
3332,3
3333,8
3334,18
3335,39
3336,35
3337,5
3338,30
3339,23
3340,8
3341,44
3342,5
3343,13
3344,52
3345,46
3346,5
3347,6
3348,33
3349,134
3350,4
3351,15
3352,70
3353,5
3354,3
3355,31
3356,18
3357,4
3358,98
3359,17
3360,48
3361,23
3362,1
3363,18
3364,17
3365,14
3366,12
3367,26
3368,2
3369,49
3370,53
3371,45
3372,6
3373,19
3374,40
3375,54
3376,54
3377,2
3378,7
3379,13
3380,52
3381,4
3382,17
3383,28
3384,59
3385,4
3386,1
3387,4
3388,45
3389,46
3390,4
3391,2
3392,54
3393,70
3394,10
3395,2
3396,10
3397,12
3398,6
3399,12
3400,19
3401,30
3402,2
3403,20
3404,50
3405,52
3406,23
3407,4
3408,101
3409,3
3410,2
3411,54
3412,23
3413,1
3414,39
3415,51
3416,16
3417,2
3418,5
3419,9
3420,96
3421,4
3422,8
3423,12
3424,105
3425,16
3426,3
3427,40
3428,24
3429,1
3430,48
3431,9
3432,58
3433,40
3434,10
3435,138
3436,42
3437,14
3438,7
3439,53
3440,27
3441,47
3442,1
3443,3
3444,7
3445,0
3446,26
3447,14
3448,48
3449,2
3450,50
3451,21
3452,8
3453,25
3454,105
3455,7
3456,2
3457,3
3458,26
3459,46
3460,15
3461,0
3462,14
3463,58
3464,14
3465,35
3466,3
3467,27
3468,5
3469,79
3470,10
3471,1
3472,46
3473,31
3474,58
3475,2
3476,9
3477,1
3478,47
3479,28
3480,10
3481,9
3482,10
3483,1
3484,0
3485,39
3486,1
3487,8
3488,2
3489,5
3490,39
3491,10
3492,0
3493,31
3494,0
3495,11
3496,9
3497,4
3498,5
3499,26
3500,1
3501,21
3502,21
3503,4
3504,7
3505,1
3506,1
3507,27
3508,14
3509,32
3510,22
3511,37
3512,8
3513,9
3514,8
3515,33
3516,9
3517,2
3518,24
3519,19
3520,5
3521,12
3522,42
3523,14
3524,10
3525,23
3526,7
3527,29
3528,6
3529,7
3530,6
3531,2
3532,30
3533,46
3534,41
3535,44
3536,40
3537,40
3538,5
3539,8
3540,13
3541,3
3542,0
3543,42
3544,2
3545,8
3546,4
3547,33
3548,23
3549,72
3550,37
3551,6
3552,1
3553,7
3554,21
3555,6
3556,0
3557,10
3558,5
3559,39
3560,5
3561,1
3562,2
3563,0
3564,32
3565,8
3566,1
3567,9
3568,47
3569,4
3570,1
3571,22
3572,1
3573,5
3574,40
3575,4
3576,14
3577,1
3578,33
3579,41
3580,45
3581,8
3582,9
3583,27
3584,2
3585,5
3586,3
3587,6
3588,2
3589,23
3590,59
3591,20
3592,27
3593,33
3594,20
3595,12
3596,0
3597,6
3598,2
3599,4
3600,1
3601,33
3602,30
3603,36
3604,9
3605,17
3606,25
3607,6
3608,2
3609,27
3610,6
3611,1
3612,1
3613,1
3614,34
3615,3
3616,1
3617,38
3618,11
3619,1
3620,19
3621,0
3622,7
3623,18
3624,1
3625,2
3626,0
3627,6
3628,4
3629,21
3630,1
3631,1
3632,31
3633,2
3634,11
3635,1
3636,14
3637,4
3638,0
3639,31
3640,31
3641,10
3642,13
3643,4
3644,13
3645,2
3646,1
3647,0
3648,2
3649,2
3650,0
3651,6
3652,86
3653,0
3654,16
3655,5
3656,15
3657,0
3658,3
3659,1
3660,0
3661,4
3662,33
3663,31
3664,3
3665,49
3666,1
3667,8
3668,28
3669,20
3670,2
3671,5
3672,2
3673,15
3674,2
3675,11
3676,10
3677,23
3678,3
3679,0
3680,3
3681,8
3682,4
3683,2
3684,3
3685,6
3686,12
3687,2
3688,6
3689,2
3690,1
3691,2
3692,12
3693,4
3694,8
3695,2
3696,22
3697,2
3698,0
3699,12
3700,16
3701,2
3702,4
3703,1
3704,11
3705,21
3706,14
3707,1
3708,0
3709,0
3710,15
3711,0
3712,0
3713,1
3714,5
3715,1
3716,0
3717,13
3718,6
3719,0
3720,0
3721,1
3722,25
3723,11
3724,0
3725,0
3726,0
3727,27
3728,2
3729,4
3730,0
3731,11
3732,7
3733,10
3734,21
3735,24
3736,0
3737,1
3738,2
3739,21
3740,2
3741,10
3742,1
3743,20
3744,0
3745,1
3746,3
3747,1
3748,2
3749,2
3750,2
3751,12
3752,0
3753,2
3754,15
3755,1
3756,2
3757,1
3758,3
3759,2
3760,2
3761,2
3762,0
3763,6
3764,22
3765,1
3766,3
3767,1
3768,2
3769,2
3770,6
3771,41
3772,1
3773,3
3774,1
3775,17
3776,8
3777,0
3778,2
3779,30
3780,2
3781,2
3782,0
3783,0
3784,1
3785,0
3786,2
3787,0
3788,17
3789,4
3790,30
3791,0
3792,2
3793,0
3794,0
3795,0
3796,6
3797,7
3798,13
3799,0
3800,18
3801,0
3802,0
3803,0
3804,3
3805,0
3806,1
3807,0
3808,9
3809,1
3810,2
3811,1
3812,0
3813,0
3814,6
3815,0
3816,0
3817,0
3818,0
3819,0
3820,12
3821,4
3822,4
3823,1
3824,0
3825,7
3826,18
3827,4
3828,7
3829,1
3830,0
3831,4
3832,0
3833,1
3834,7
3835,0
3836,1
3837,10
3838,0
3839,1
3840,0
3841,0
3842,0
3843,17
3844,11
3845,1
3846,1
3847,0
3848,1
3849,0
3850,0
3851,0
3852,6
3853,0
3854,2
3855,2
3856,0
3857,0
3858,0
3859,6
3860,48
3861,0
3862,0
3863,0
3864,0
3865,0
3866,4
3867,2
3868,0
3869,6
3870,0
3871,0
3872,0
3873,0
3874,0
3875,1
3876,0
3877,0
3878,0
3879,0
3880,9
3881,0
3882,13
3883,0
3884,6
3885,0
3886,5
3887,0
3888,0
3889,3
3890,1
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,0
3898,0
3899,0
3900,0
3901,0
3902,1
3903,0
3904,0
3905,0
3906,0
3907,7
3908,1
3909,1
3910,0
3911,2
3912,0
3913,0
3914,1
3915,0
3916,0
3917,0
3918,0
3919,0
3920,1
3921,0
3922,6
3923,5
3924,0
3925,0
3926,0
3927,0
3928,0
3929,0
3930,0
3931,2
3932,1
3933,0
3934,0
3935,0
3936,3
3937,0
3938,6
3939,0
3940,0
3941,0
3942,0
3943,1
3944,12
3945,1
3946,0
3947,0
3948,0
3949,3
3950,1
3951,4
3952,2
3953,0
3954,0
3955,0
3956,0
3957,2
3958,0
3959,2
3960,3
3961,13
3962,0
3963,11
3964,0
3965,0
3966,1
3967,0
3968,4
3969,0
3970,0
3971,0
3972,0
3973,0
3974,0
3975,5
3976,0
3977,3
3978,0
3979,0
3980,0
3981,0
3982,3
3983,0
3984,0
3985,0
3986,2
3987,0
3988,0
3989,0
3990,1
3991,0
3992,0
3993,0
3994,0
3995,0
3996,0
3997,0
3998,0
3999,0
4000,0
4001,0
4002,1
4003,0
4004,0
4005,0
4006,0
4007,5
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,0
4016,0
4017,0
4018,4
4019,0
4020,0
4021,0
4022,0
4023,0
4024,0
4025,0
4026,1
4027,0
4028,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,0
4039,0
4040,0
4041,2
4042,0
4043,0
4044,0
4045,0
4046,0
4047,0
4048,0
4049,0
4050,0
4051,0
4052,0
4053,0
4054,0
4055,0
4056,0
4057,0
4058,0
4059,0
4060,0
4061,2
4062,0
4063,0
4064,0
4065,0
4066,0
4067,0
4068,0
4069,0
4070,0
4071,0
4072,0
4073,0
4074,0
4075,0
4076,0
4077,0
4078,0
4079,0
4080,0
4081,0
4082,1
4083,0
4084,0
4085,1
4086,0
4087,0
4088,0
4089,0
4090,0
4091,0
4092,0
4093,0
4094,0
4095,0
4096,0
4097,1
4098,0
4099,0
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
4106,0
